# solver_fvmcc_F90::
# Nonequilibrium flo
# Primitive variable
#               "xc"                 "u"                 "v"                 "T"                "Te"                 "p"               "rho"                "h0"                "Mf"                 x_N                 x_O                x_NO                x_N2                x_O2               rho_N               rho_O              rho_NO              rho_N2              rho_O2
   0.1008580000E+001   -0.6029924562E+002    0.4171301715E+004    0.7817532169E+004    0.8195105717E+004    0.2263486320E+005    0.5104813341E-002    0.4044918274E+008    0.2222897190E-001    0.7705509546E+000    0.2132343837E+000    0.1676603528E-003    0.1604539208E-001    0.1609264703E-005    0.3758466981E-002    0.1188049350E-002    0.1751916801E-005    0.1565271602E-003    0.1793224761E-007
   0.1008700000E+001   -0.6124897093E+002    0.4187519547E+004    0.7813496483E+004    0.8205118569E+004    0.2263454920E+005    0.5107315936E-002    0.4044915892E+008    0.2258473607E-001    0.7705656206E+000    0.2132322924E+000    0.1671235808E-003    0.1603336051E-001    0.1602995276E-005    0.3760427642E-002    0.1188634833E-002    0.1747185696E-005    0.1564884040E-003    0.1787136460E-007
   0.1008820000E+001   -0.6220125651E+002    0.4203745679E+004    0.7809400093E+004    0.8215330185E+004    0.2263422963E+005    0.5109860057E-002    0.4044913532E+008    0.2294171487E-001    0.7705801673E+000    0.2132302258E+000    0.1665819366E-003    0.1602142825E-001    0.1596674461E-005    0.3762418066E-002    0.1189230010E-002    0.1742412010E-005    0.1564517584E-003    0.1780998147E-007
   0.1008940000E+001   -0.6315608721E+002    0.4219980316E+004    0.7805244609E+004    0.8225499760E+004    0.2263390460E+005    0.5112444931E-002    0.4044911194E+008    0.2329990600E-001    0.7705945686E+000    0.2132281835E+000    0.1660414516E-003    0.1600961605E-001    0.1590369131E-005    0.3764437457E-002    0.1189834669E-002    0.1737658341E-005    0.1564173972E-003    0.1774883879E-007
   0.1009060000E+001   -0.6411344674E+002    0.4236223658E+004    0.7801028320E+004    0.8235840388E+004    0.2263357394E+005    0.5115071329E-002    0.4044908877E+008    0.2365931000E-001    0.7706089241E+000    0.2132261532E+000    0.1654961387E-003    0.1599784255E-001    0.1584014171E-005    0.3766487196E-002    0.1190449022E-002    0.1732862295E-005    0.1563845609E-003    0.1768721230E-007
   0.1009180000E+001   -0.6507332764E+002    0.4252475906E+004    0.7796752263E+004    0.8246366192E+004    0.2263323760E+005    0.5117738733E-002    0.4044906580E+008    0.2401992800E-001    0.7706232221E+000    0.2132241371E+000    0.1649458355E-003    0.1598611728E-001    0.1577608170E-005    0.3768566811E-002    0.1191072951E-002    0.1728021762E-005    0.1563533237E-003    0.1762508169E-007
   0.1009300000E+001   -0.6603572373E+002    0.4268737254E+004    0.7792417718E+004    0.8257076201E+004    0.2263289553E+005    0.5120446507E-002    0.4044904302E+008    0.2438176129E-001    0.7706374426E+000    0.2132221385E+000    0.1643908199E-003    0.1597445696E-001    0.1571154505E-005    0.3770675675E-002    0.1191706306E-002    0.1723139191E-005    0.1563238248E-003    0.1756247961E-007
   0.1009420000E+001   -0.6700062956E+002    0.4285007893E+004    0.7788026009E+004    0.8267969408E+004    0.2263254769E+005    0.5123193986E-002    0.4044902043E+008    0.2474481129E-001    0.7706515645E+000    0.2132201607E+000    0.1638313742E-003    0.1596287885E-001    0.1564656581E-005    0.3772813131E-002    0.1192348930E-002    0.1718217073E-005    0.1562962088E-003    0.1749943901E-007
   0.1009540000E+001   -0.6796804044E+002    0.4301288004E+004    0.7783578500E+004    0.8279044759E+004    0.2263219403E+005    0.5125980479E-002    0.4044899801E+008    0.2510907957E-001    0.7706655661E+000    0.2132182072E+000    0.1632677843E-003    0.1595140080E-001    0.1558117827E-005    0.3774978498E-002    0.1193000661E-002    0.1713257935E-005    0.1562706255E-003    0.1743599311E-007
   0.1009660000E+001   -0.6893795247E+002    0.4317577765E+004    0.7779076601E+004    0.8290301169E+004    0.2263183449E+005    0.5128805266E-002    0.4044897577E+008    0.2547456785E-001    0.7706794251E+000    0.2132162818E+000    0.1627003400E-003    0.1594004125E-001    0.1551541688E-005    0.3777171069E-002    0.1193661330E-002    0.1708264343E-005    0.1562472299E-003    0.1737217532E-007
   0.1009780000E+001   -0.6991036254E+002    0.4333877345E+004    0.7774521764E+004    0.8301737515E+004    0.2263146903E+005    0.5131667603E-002    0.4044895371E+008    0.2584127800E-001    0.7706931184E+000    0.2132143881E+000    0.1621293342E-003    0.1592881927E-001    0.1544931625E-005    0.3779390110E-002    0.1194330763E-002    0.1703238894E-005    0.1562261828E-003    0.1730801924E-007
   0.1009900000E+001   -0.7088526837E+002    0.4350186909E+004    0.7769915482E+004    0.8313352645E+004    0.2263109759E+005    0.5134566715E-002    0.4044893181E+008    0.2620921205E-001    0.7707066221E+000    0.2132125300E+000    0.1615550644E-003    0.1591775454E-001    0.1538291128E-005    0.3781634860E-002    0.1195008777E-002    0.1698184233E-005    0.1562076508E-003    0.1724355880E-007
   0.1010020000E+001   -0.7186266852E+002    0.4366506613E+004    0.7765259292E+004    0.8325145378E+004    0.2263072012E+005    0.5137501803E-002    0.4044891006E+008    0.2657837219E-001    0.7707199114E+000    0.2132107117E+000    0.1609778471E-003    0.1590686742E-001    0.1531623938E-005    0.3783904529E-002    0.1195695185E-002    0.1693103204E-005    0.1561918066E-003    0.1717883077E-007
   0.1010140000E+001   -0.7284256228E+002    0.4382836609E+004    0.7760554773E+004    0.8337114510E+004    0.2263033658E+005    0.5140472039E-002    0.4044888848E+008    0.2694876069E-001    0.7707329612E+000    0.2132089369E+000    0.1603982892E-003    0.1589617874E-001    0.1524937670E-005    0.3786198305E-002    0.1196389791E-002    0.1688001707E-005    0.1561788273E-003    0.1711391544E-007
   0.1010260000E+001   -0.7382493959E+002    0.4399177044E+004    0.7755803553E+004    0.8349027073E+004    0.2262994705E+005    0.5143476601E-002    0.4044886707E+008    0.2732037626E-001    0.7707457484E+000    0.2132072048E+000    0.1598220232E-003    0.1588570646E-001    0.1518293484E-005    0.3788515380E-002    0.1197092371E-002    0.1682938581E-005    0.1561688621E-003    0.1704949461E-007
   0.1010380000E+001   -0.7480978784E+002    0.4415528054E+004    0.7751004502E+004    0.8361050203E+004    0.2262955139E+005    0.5146515974E-002    0.4044884582E+008    0.2769321983E-001    0.7707583532E+000    0.2132055056E+000    0.1592444330E-003    0.1587538518E-001    0.1511642019E-005    0.3790856765E-002    0.1197803064E-002    0.1677865403E-005    0.1561612950E-003    0.1698501580E-007
   0.1010500000E+001   -0.7579710313E+002    0.4431889781E+004    0.7746158333E+004    0.8373236178E+004    0.2262914954E+005    0.5149589757E-002    0.4044882472E+008    0.2806729342E-001    0.7707707811E+000    0.2132038391E+000    0.1586643025E-003    0.1586521053E-001    0.1504970502E-005    0.3793222211E-002    0.1198521784E-002    0.1672769088E-005    0.1561560724E-003    0.1692033256E-007
   0.1010620000E+001   -0.7678688421E+002    0.4448262360E+004    0.7741266385E+004    0.8385583699E+004    0.2262874144E+005    0.5152697248E-002    0.4044880376E+008    0.2844259923E-001    0.7707830135E+000    0.2132022085E+000    0.1580818777E-003    0.1585519777E-001    0.1498281837E-005    0.3795611052E-002    0.1199248368E-002    0.1667651808E-005    0.1561533216E-003    0.1685547310E-007
   0.1010740000E+001   -0.7777913051E+002    0.4464645925E+004    0.7736330019E+004    0.8398091463E+004    0.2262832703E+005    0.5155837728E-002    0.4044878294E+008    0.2881913959E-001    0.7707950315E+000    0.2132006169E+000    0.1574974061E-003    0.1584536264E-001    0.1491578918E-005    0.3798022603E-002    0.1199982644E-002    0.1662515755E-005    0.1561531743E-003    0.1679046562E-007
   0.1010860000E+001   -0.7877384218E+002    0.4481040601E+004    0.7731350627E+004    0.8410758152E+004    0.2262790627E+005    0.5159010457E-002    0.4044876225E+008    0.2919691695E-001    0.7708068152E+000    0.2131990674E+000    0.1569111361E-003    0.1583572137E-001    0.1484864630E-005    0.3800456159E-002    0.1200724442E-002    0.1657363130E-005    0.1561557672E-003    0.1672533820E-007
   0.1010980000E+001   -0.7977102006E+002    0.4497446510E+004    0.7726329623E+004    0.8423582442E+004    0.2262747910E+005    0.5162214679E-002    0.4044874170E+008    0.2957593388E-001    0.7708183446E+000    0.2131975633E+000    0.1563233190E-003    0.1582629063E-001    0.1478141895E-005    0.3802910999E-002    0.1201473582E-002    0.1652196175E-005    0.1561612412E-003    0.1666011945E-007
   0.1011100000E+001   -0.8077066591E+002    0.4513863768E+004    0.7721268449E+004    0.8436563005E+004    0.2262704547E+005    0.5165449619E-002    0.4044872127E+008    0.2995619317E-001    0.7708295986E+000    0.2131961081E+000    0.1557342492E-003    0.1581708759E-001    0.1471414748E-005    0.3805386381E-002    0.1202229883E-002    0.1647017584E-005    0.1561697418E-003    0.1659485059E-007
   0.1011220000E+001   -0.8177278338E+002    0.4530292487E+004    0.7716168616E+004    0.8449698506E+004    0.2262660531E+005    0.5168714457E-002    0.4044870097E+008    0.3033769808E-001    0.7708405550E+000    0.2131947052E+000    0.1551443509E-003    0.1580813076E-001    0.1464690394E-005    0.3807881517E-002    0.1202993153E-002    0.1641831424E-005    0.1561814270E-003    0.1652960857E-007
   0.1011340000E+001   -0.8277737644E+002    0.4546732771E+004    0.7711031860E+004    0.8462985730E+004    0.2262615857E+005    0.5172008249E-002    0.4044868078E+008    0.3072045156E-001    0.7708511856E+000    0.2131933591E+000    0.1545541931E-003    0.1579944319E-001    0.1457972893E-005    0.3810395479E-002    0.1203763167E-002    0.1636643259E-005    0.1561964956E-003    0.1646443465E-007
   0.1011460000E+001   -0.8378443538E+002    0.4563184723E+004    0.7705859712E+004    0.8476122315E+004    0.2262570540E+005    0.5175330207E-002    0.4044866075E+008    0.3110445167E-001    0.7708614722E+000    0.2131920671E+000    0.1539705951E-003    0.1579103877E-001    0.1451334250E-005    0.3812927517E-002    0.1204539703E-002    0.1631524964E-005    0.1562150617E-003    0.1640013861E-007
   0.1011580000E+001   -0.8479395039E+002    0.4579648435E+004    0.7700650506E+004    0.8489401287E+004    0.2262524559E+005    0.5178681064E-002    0.4044864083E+008    0.3148970078E-001    0.7708715122E+000    0.2131908187E+000    0.1533860763E-003    0.1578283839E-001    0.1444695652E-005    0.3815478973E-002    0.1205322975E-002    0.1626397626E-005    0.1562363820E-003    0.1633583352E-007
   0.1011700000E+001   -0.8580592338E+002    0.4596124008E+004    0.7695405511E+004    0.8502821295E+004    0.2262477907E+005    0.5182060130E-002    0.4044862103E+008    0.3187620163E-001    0.7708812892E+000    0.2131896164E+000    0.1528008399E-003    0.1577485544E-001    0.1438059420E-005    0.3818049206E-002    0.1206112821E-002    0.1621263044E-005    0.1562605686E-003    0.1627154204E-007
   0.1011820000E+001   -0.8682035691E+002    0.4612611534E+004    0.7690126017E+004    0.8516381007E+004    0.2262430579E+005    0.5185466701E-002    0.4044860134E+008    0.3226395706E-001    0.7708907863E+000    0.2131884632E+000    0.1522150918E-003    0.1576710393E-001    0.1431427880E-005    0.3820637553E-002    0.1206909077E-002    0.1616123050E-005    0.1562877400E-003    0.1620728695E-007
   0.1011940000E+001   -0.8783725414E+002    0.4629111104E+004    0.7684813332E+004    0.8530079094E+004    0.2262382570E+005    0.5188900056E-002    0.4044858176E+008    0.3265297005E-001    0.7708999860E+000    0.2131873619E+000    0.1516290373E-003    0.1575959829E-001    0.1424803328E-005    0.3823243342E-002    0.1207711573E-002    0.1610979471E-005    0.1563180187E-003    0.1614309077E-007
   0.1012060000E+001   -0.8885661885E+002    0.4645622803E+004    0.7679468782E+004    0.8543914238E+004    0.2262333875E+005    0.5192359465E-002    0.4044856228E+008    0.3304324365E-001    0.7709088702E+000    0.2131863154E+000    0.1510428811E-003    0.1575235334E-001    0.1418188035E-005    0.3825865882E-002    0.1208520138E-002    0.1605834135E-005    0.1563515314E-003    0.1607897576E-007
   0.1012180000E+001   -0.8987845551E+002    0.4662146714E+004    0.7674093708E+004    0.8557885128E+004    0.2262284488E+005    0.5195844182E-002    0.4044854291E+008    0.3343478107E-001    0.7709174206E+000    0.2131853267E+000    0.1504568292E-003    0.1574538434E-001    0.1411584268E-005    0.3828504472E-002    0.1209334598E-002    0.1600688886E-005    0.1563884088E-003    0.1601496425E-007
   0.1012300000E+001   -0.9090276918E+002    0.4678682913E+004    0.7668689468E+004    0.8571990463E+004    0.2262234402E+005    0.5199353451E-002    0.4044852363E+008    0.3382758559E-001    0.7709256180E+000    0.2131843989E+000    0.1498711158E-003    0.1573870698E-001    0.1404994690E-005    0.3831158393E-002    0.1210154775E-002    0.1595545877E-005    0.1564287862E-003    0.1595108310E-007
   0.1012420000E+001   -0.9192956548E+002    0.4695231473E+004    0.7663257439E+004    0.8586228956E+004    0.2262183613E+005    0.5202886500E-002    0.4044850445E+008    0.3422166058E-001    0.7709334431E+000    0.2131835349E+000    0.1492863965E-003    0.1573233711E-001    0.1398427393E-005    0.3833826914E-002    0.1210980486E-002    0.1590411753E-005    0.1564728005E-003    0.1588742097E-007
   0.1012540000E+001   -0.9295883658E+002    0.4711792463E+004    0.7657799030E+004    0.8600289070E+004    0.2262132134E+005    0.5206442588E-002    0.4044848540E+008    0.3461700427E-001    0.7709408800E+000    0.2131827318E+000    0.1487094263E-003    0.1572628682E-001    0.1391952093E-005    0.3836509334E-002    0.1211811519E-002    0.1585358215E-005    0.1565205523E-003    0.1582476746E-007
   0.1012660000E+001   -0.9399057455E+002    0.4728365947E+004    0.7652312660E+004    0.8614469183E+004    0.2262079943E+005    0.5210022415E-002    0.4044846644E+008    0.3501361940E-001    0.7709480186E+000    0.2131819800E+000    0.1481328449E-003    0.1572048300E-001    0.1385492534E-005    0.3839206913E-002    0.1212648080E-002    0.1580307173E-005    0.1565713525E-003    0.1576225964E-007
   0.1012780000E+001   -0.9502478369E+002    0.4744951993E+004    0.7646799469E+004    0.8628771209E+004    0.2262027035E+005    0.5213625337E-002    0.4044844758E+008    0.3541150912E-001    0.7709548455E+000    0.2131812820E+000    0.1475567366E-003    0.1571493673E-001    0.1379049678E-005    0.3841919065E-002    0.1213490018E-002    0.1575259243E-005    0.1566252949E-003    0.1569990575E-007
   0.1012900000E+001   -0.9606146897E+002    0.4761550666E+004    0.7641260639E+004    0.8643193906E+004    0.2261973403E+005    0.5217250688E-002    0.4044842881E+008    0.3581067667E-001    0.7709613455E+000    0.2131806401E+000    0.1469812669E-003    0.1570966053E-001    0.1372625308E-005    0.3844645170E-002    0.1214337178E-002    0.1570215905E-005    0.1566824869E-003    0.1563772340E-007
   0.1013020000E+001   -0.9710063593E+002    0.4778162026E+004    0.7635697365E+004    0.8657736046E+004    0.2261919042E+005    0.5220897789E-002    0.4044841012E+008    0.3621112539E-001    0.7709675029E+000    0.2131800570E+000    0.1464066003E-003    0.1570466730E-001    0.1366221176E-005    0.3847384594E-002    0.1215189400E-002    0.1565178633E-005    0.1567430399E-003    0.1557572987E-007
   0.1013140000E+001   -0.9814229065E+002    0.4794786131E+004    0.7630110851E+004    0.8672396417E+004    0.2261863947E+005    0.5224565953E-002    0.4044839152E+008    0.3661285870E-001    0.7709733017E+000    0.2131795352E+000    0.1458329012E-003    0.1569997028E-001    0.1359839021E-005    0.3850136697E-002    0.1216046524E-002    0.1560148907E-005    0.1568070686E-003    0.1551394239E-007
   0.1013260000E+001   -0.9918643979E+002    0.4811423035E+004    0.7624502314E+004    0.8687173826E+004    0.2261808110E+005    0.5228254483E-002    0.4044837300E+008    0.3701588016E-001    0.7709787254E+000    0.2131790776E+000    0.1452603499E-003    0.1569558310E-001    0.1353480794E-005    0.3852900824E-002    0.1216908387E-002    0.1555128381E-005    0.1568746920E-003    0.1545238066E-007
   0.1013380000E+001   -0.1002330905E+003    0.4828072788E+004    0.7618872982E+004    0.8702067095E+004    0.2261751526E+005    0.5231962673E-002    0.4044835456E+008    0.3742019335E-001    0.7709837572E+000    0.2131786867E+000    0.1446893557E-003    0.1569151962E-001    0.1347151369E-005    0.3855676309E-002    0.1217774821E-002    0.1550121166E-005    0.1569460313E-003    0.1539109787E-007
   0.1013500000E+001   -0.1012822435E+003    0.4844735437E+004    0.7613224102E+004    0.8716923306E+004    0.2261694200E+005    0.5235689828E-002    0.4044833621E+008    0.3782579934E-001    0.7709883815E+000    0.2131783622E+000    0.1441234350E-003    0.1568779199E-001    0.1340886961E-005    0.3858462497E-002    0.1218645645E-002    0.1545164707E-005    0.1570211913E-003    0.1533050575E-007
